house_size_m2,rooms,floor,open_kitchen,parking_spaces,house_age,garden,bathrooms,toilets,distance_to_city_center_km,municipality,property_type,sauna,balcony_terrace,heating_system,condition,plot_size_m2,energy_rating,price_thousand_eur
144,5,0,0,1,46,1,2,2,24.9,Espoo,Detached house,1,1,Electric heating,Needs renovation,1515,F,307
33,1,1,0,0,15,0,1,1,2.0,Helsinki,Apartment,0,1,District heating,Good,0,D,162
78,2,0,0,2,23,0,1,2,6.2,Espoo,Apartment,0,0,District heating,Fair,0,D,221
71,3,0,0,1,34,0,1,1,2.8,Helsinki,Apartment,1,1,District heating,Fair,0,E,263
163,6,0,1,3,23,1,2,2,8.0,Helsinki,Detached house,1,1,District heating,Excellent,1115,C,753
137,6,0,1,2,7,0,3,3,15.0,Espoo,Semi-detached house,1,1,Electric heating,Fair,1475,C,531
64,3,1,0,0,67,0,1,1,3.8,Helsinki,Apartment,0,0,Electric heating,Fair,0,F,200
70,2,4,0,0,13,0,1,1,7.5,Espoo,Apartment,0,1,District heating,Fair,0,C,213
94,5,0,1,1,3,1,1,1,6.9,Helsinki,Semi-detached house,0,1,Electric heating,Excellent,680,B,575
164,6,0,0,2,50,1,1,1,8.2,Tampere,Detached house,1,1,Air-source heat pump,Fair,1535,E,443
98,4,1,0,0,22,0,1,1,6.2,Espoo,Apartment,0,1,Geothermal,Needs renovation,0,D,250
98,4,0,0,1,30,0,1,2,1.6,Lahti,Apartment,0,1,District heating,Fair,0,D,114
73,3,3,1,1,3,0,2,2,16.2,Lahti,Apartment,1,1,District heating,New,0,A,120
43,1,2,0,1,29,0,1,1,2.4,Helsinki,Apartment,0,1,District heating,Fair,0,C,188
84,3,0,0,1,39,1,2,2,9.9,Oulu,Terraced house,0,1,Electric heating,Good,390,E,138
107,4,1,1,1,25,0,1,1,4.5,Helsinki,Apartment,1,1,District heating,Good,0,D,434
85,3,1,0,1,2,0,1,1,1.3,Jyväskylä,Apartment,0,1,Electric heating,New,0,B,228
41,2,0,1,0,0,0,1,1,2.5,Oulu,Apartment,0,1,District heating,New,0,A,106
29,1,4,0,1,13,0,1,1,7.7,Tampere,Apartment,0,1,District heating,Good,0,C,89
156,6,0,1,1,16,1,2,4,6.1,Espoo,Detached house,1,0,Geothermal,Fair,990,D,525
116,5,0,1,1,37,1,2,3,5.7,Tampere,Detached house,0,1,Oil heating,Fair,805,E,242
199,9,0,0,2,11,1,3,4,5.8,Oulu,Detached house,1,1,Geothermal,Good,1645,B,391
65,2,1,0,2,3,0,1,1,4.3,Helsinki,Apartment,0,0,Air-source heat pump,Excellent,0,B,337
59,3,0,0,1,27,1,1,1,4.5,Pori,Terraced house,0,1,Electric heating,Needs renovation,655,E,75
199,8,0,1,1,3,1,2,2,4.8,Tampere,Detached house,1,1,Air-source heat pump,Excellent,685,B,557
72,2,4,0,1,32,0,1,1,2.8,Espoo,Apartment,0,1,District heating,Good,0,C,246
75,2,0,0,1,53,0,1,1,1.1,Lahti,Apartment,0,1,District heating,Good,0,F,104
28,1,3,1,0,2,0,1,1,14.2,Espoo,Apartment,0,0,District heating,New,0,B,112
145,5,0,0,2,37,1,3,4,5.6,Jyväskylä,Detached house,1,1,Geothermal,Needs renovation,1780,D,236
31,2,1,1,2,5,0,1,1,1.7,Kuopio,Apartment,0,0,District heating,Good,0,C,69
53,3,4,0,1,12,0,1,1,3.8,Jyväskylä,Apartment,0,1,District heating,Fair,0,C,109
55,3,0,1,0,22,0,1,1,3.7,Helsinki,Apartment,0,1,Geothermal,Good,0,B,241
101,3,3,0,1,85,0,1,2,13.7,Helsinki,Apartment,0,0,District heating,Excellent,0,E,270
59,3,0,1,1,77,0,1,1,3.1,Jyväskylä,Apartment,0,0,District heating,Good,0,F,98
84,4,1,0,0,78,0,2,2,3.4,Helsinki,Apartment,0,0,District heating,Needs renovation,0,G,217
62,3,1,0,1,28,0,1,1,8.5,Helsinki,Apartment,0,1,District heating,Fair,0,C,216
99,3,0,0,1,3,1,2,2,21.5,Vantaa,Semi-detached house,0,0,Electric heating,Good,885,C,224
202,8,0,0,2,27,1,3,4,5.6,Kuopio,Detached house,1,1,Electric heating,Good,1240,D,296
96,4,0,0,1,48,0,1,2,4.3,Jyväskylä,Apartment,0,0,District heating,Good,0,E,136
37,2,3,1,1,52,0,1,1,3.0,Turku,Apartment,0,1,District heating,Excellent,0,D,91
50,2,3,0,1,20,0,1,1,18.6,Vantaa,Apartment,0,0,District heating,Fair,0,C,106
101,4,0,1,1,45,1,2,2,23.4,Vantaa,Detached house,0,1,Electric heating,Good,2355,E,200
81,2,4,1,1,38,0,1,1,1.2,Helsinki,Apartment,0,1,District heating,Fair,0,E,334
103,4,7,1,2,44,0,2,2,6.6,Espoo,Apartment,0,0,District heating,Fair,0,E,293
50,2,2,0,0,40,0,1,1,2.8,Helsinki,Apartment,0,0,District heating,Needs renovation,0,E,166
129,5,0,1,1,15,1,3,3,8.5,Jyväskylä,Semi-detached house,1,1,Geothermal,Good,590,A,236
72,3,0,0,1,26,1,1,1,8.4,Helsinki,Apartment,1,1,District heating,Fair,0,C,315
110,4,0,0,0,18,1,2,3,2.7,Helsinki,Apartment,0,1,District heating,Excellent,0,B,496
71,3,0,0,0,17,0,1,1,0.7,Tampere,Apartment,1,1,District heating,Good,0,C,197
80,4,0,0,1,39,1,1,1,4.7,Helsinki,Semi-detached house,0,1,Air-source heat pump,Good,335,D,399
96,4,6,0,0,60,0,1,2,3.3,Helsinki,Apartment,0,0,District heating,Good,0,F,341
30,2,1,0,1,28,0,1,1,16.5,Vantaa,Apartment,0,0,Electric heating,Good,0,C,73
91,3,11,1,0,33,0,1,2,4.3,Espoo,Apartment,0,1,Electric heating,Fair,0,E,273
137,5,0,1,1,16,1,2,2,5.0,Turku,Semi-detached house,1,1,Air-source heat pump,Needs renovation,730,C,244
89,3,0,0,2,14,1,1,1,2.8,Kuopio,Detached house,1,1,Air-source heat pump,Good,1345,C,215
68,2,1,1,1,42,0,1,1,2.1,Jyväskylä,Apartment,0,1,District heating,Fair,0,E,115
82,4,0,1,1,17,1,2,2,4.5,Tampere,Detached house,0,1,Electric heating,Good,930,C,278
75,2,2,1,1,80,0,1,1,4.8,Helsinki,Apartment,0,0,District heating,Needs renovation,0,G,187
69,3,0,0,1,23,0,2,2,1.6,Kuopio,Apartment,1,0,District heating,Fair,0,D,132
50,2,3,0,1,12,0,1,1,7.9,Lahti,Apartment,0,1,District heating,Good,0,B,79
146,5,0,1,1,3,0,3,3,12.4,Espoo,Terraced house,0,1,Electric heating,Excellent,315,A,563
55,3,7,1,0,14,0,1,2,5.2,Tampere,Apartment,0,0,District heating,Excellent,0,C,171
43,2,2,1,0,2,0,1,1,3.6,Helsinki,Apartment,0,0,District heating,New,0,A,223
100,4,0,0,1,46,0,2,2,2.5,Oulu,Apartment,1,1,District heating,Good,0,E,169
40,2,0,0,1,17,0,1,1,2.7,Helsinki,Apartment,0,1,District heating,Good,0,C,199
81,4,2,1,1,12,0,1,1,2.0,Pori,Apartment,0,1,District heating,Good,0,C,122
99,4,1,1,2,17,0,1,1,2.4,Tampere,Apartment,0,1,District heating,Fair,0,D,266
42,2,0,0,1,33,1,1,1,2.8,Lahti,Apartment,0,1,District heating,Good,0,D,70
63,2,4,1,1,13,0,1,1,6.5,Espoo,Apartment,1,0,District heating,Good,0,D,219
46,3,0,0,1,37,0,1,1,1.3,Turku,Apartment,0,1,District heating,Good,0,D,109
39,2,4,1,1,28,0,1,1,4.5,Espoo,Apartment,0,0,District heating,Good,0,E,155
129,6,0,0,2,66,1,2,2,14.1,Vantaa,Detached house,0,0,Oil heating,Fair,1125,G,208
61,3,0,0,1,62,0,1,1,1.9,Oulu,Apartment,0,0,District heating,Good,0,G,98
74,2,4,1,1,5,0,1,1,2.1,Tampere,Apartment,0,1,District heating,New,0,A,254
67,2,2,1,1,1,0,1,1,20.5,Espoo,Apartment,0,1,District heating,New,0,A,217
62,3,2,0,1,28,0,1,1,2.7,Tampere,Apartment,0,0,District heating,Fair,0,D,143
103,4,0,0,2,44,1,1,1,8.0,Turku,Apartment,1,1,District heating,Good,0,E,156
53,3,7,0,1,51,0,1,1,2.3,Helsinki,Apartment,0,0,District heating,Fair,0,E,212
30,2,2,1,1,14,0,1,1,2.8,Turku,Apartment,0,1,District heating,Good,0,C,95
84,4,0,0,2,52,1,1,1,7.5,Vantaa,Terraced house,0,1,District heating,Fair,395,F,177
60,3,0,0,1,20,1,1,1,6.9,Tampere,Apartment,0,1,District heating,Good,0,B,162
89,3,0,0,2,17,1,1,1,8.8,Oulu,Detached house,1,1,Wood heating,Good,995,C,166
183,8,0,0,2,28,1,2,4,2.2,Tampere,Detached house,0,1,Wood heating,Needs renovation,1380,E,475
106,5,0,0,1,44,1,2,3,6.5,Vantaa,Terraced house,1,1,Geothermal,Fair,495,E,267
97,4,0,0,2,23,1,2,3,5.4,Jyväskylä,Semi-detached house,0,1,District heating,Good,480,C,168
116,3,0,0,1,9,1,2,2,5.3,Jyväskylä,Terraced house,1,1,District heating,Excellent,545,B,262
129,5,0,1,3,8,0,2,2,6.9,Turku,Detached house,0,1,Electric heating,Good,710,D,273
68,2,1,0,1,21,0,1,1,1.7,Turku,Apartment,0,1,District heating,Good,0,D,152
76,3,2,0,1,28,0,1,1,4.5,Lahti,Apartment,0,1,District heating,Good,0,D,112
101,4,0,1,1,13,1,1,2,9.9,Tampere,Semi-detached house,0,0,District heating,Excellent,1525,C,322
60,2,4,1,1,2,0,1,1,2.3,Helsinki,Apartment,0,1,District heating,Excellent,0,A,316
56,2,3,0,1,10,0,1,1,2.9,Tampere,Apartment,0,1,District heating,Good,0,C,169
84,3,1,1,1,5,0,1,1,2.7,Pori,Apartment,0,1,District heating,Excellent,0,B,124
39,1,1,1,1,22,0,1,1,2.0,Jyväskylä,Apartment,0,0,District heating,Fair,0,D,72
120,5,0,0,0,46,1,2,3,24.6,Vantaa,Detached house,0,1,Wood heating,Fair,1345,F,221
62,2,0,0,0,11,0,1,1,4.0,Helsinki,Apartment,1,1,District heating,Excellent,0,B,271
33,1,11,1,1,12,0,1,1,4.8,Vantaa,Apartment,0,0,Electric heating,Good,0,C,109
105,4,0,0,1,24,1,2,2,7.1,Helsinki,Terraced house,1,1,District heating,Good,205,C,432
116,6,1,0,2,89,0,2,2,6.6,Oulu,Apartment,0,0,District heating,Good,0,E,173
89,2,0,0,0,12,0,1,1,2.5,Helsinki,Apartment,1,1,Air-source heat pump,Good,0,B,385
75,3,0,1,2,14,1,1,1,10.7,Espoo,Semi-detached house,0,1,Oil heating,Good,335,C,255
42,1,3,0,0,16,0,1,1,8.4,Espoo,Apartment,0,1,District heating,Excellent,0,C,157
58,2,4,1,0,64,0,1,1,10.5,Helsinki,Apartment,0,0,District heating,Fair,0,E,167
37,1,2,1,1,10,0,1,1,10.6,Tampere,Apartment,0,1,District heating,Fair,0,C,97
84,4,0,0,1,27,1,2,3,3.2,Jyväskylä,Terraced house,1,1,District heating,Fair,545,D,166
71,3,0,1,0,46,1,1,1,5.2,Tampere,Terraced house,0,1,Air-source heat pump,Fair,350,D,161
70,3,4,1,0,14,0,1,1,4.5,Tampere,Apartment,0,1,District heating,Good,0,C,213
72,3,0,0,1,87,0,1,1,3.6,Oulu,Apartment,0,0,District heating,Fair,0,F,91
66,3,4,0,1,13,0,2,2,7.8,Vantaa,Apartment,0,1,District heating,Needs renovation,0,C,158
49,3,3,1,0,60,0,2,2,4.8,Turku,Apartment,1,0,District heating,Needs renovation,0,G,73
120,6,0,0,1,22,1,1,1,19.5,Espoo,Semi-detached house,0,1,Air-source heat pump,Good,640,B,397
52,2,0,1,1,51,1,1,1,3.1,Helsinki,Apartment,0,1,District heating,Excellent,0,E,223
81,3,0,0,1,47,0,1,1,1.6,Kuopio,Apartment,0,1,District heating,Fair,0,E,134
51,2,0,0,0,64,0,1,1,2.6,Helsinki,Apartment,0,0,District heating,Needs renovation,0,F,131
119,5,0,0,1,40,0,1,1,13.3,Vantaa,Semi-detached house,0,1,Oil heating,Fair,540,E,262
106,5,3,1,1,20,0,1,1,2.6,Helsinki,Apartment,0,1,District heating,Fair,0,C,448
64,3,0,1,1,39,1,2,3,8.1,Vantaa,Terraced house,0,1,District heating,Fair,400,E,188
56,3,5,0,1,41,0,1,1,4.8,Helsinki,Apartment,0,1,Air-source heat pump,Fair,0,D,222
81,4,0,1,1,50,1,1,1,7.4,Helsinki,Semi-detached house,0,1,District heating,Good,455,E,335
126,5,0,0,2,94,1,1,1,4.2,Jyväskylä,Detached house,1,1,Air-source heat pump,Fair,2265,G,218
85,4,4,0,1,9,0,1,2,6.2,Tampere,Apartment,1,1,Electric heating,Excellent,0,B,278
31,1,0,1,1,3,0,1,1,16.9,Lahti,Apartment,1,1,District heating,Excellent,0,B,41
53,2,6,0,1,40,0,1,1,5.1,Helsinki,Apartment,0,0,District heating,Good,0,D,226
87,4,3,1,1,11,0,2,2,3.1,Jyväskylä,Apartment,0,1,District heating,Excellent,0,B,210
32,1,2,1,2,19,0,1,1,7.0,Helsinki,Apartment,0,1,District heating,Fair,0,D,168
85,4,0,1,1,1,1,1,1,4.0,Helsinki,Apartment,0,0,District heating,Excellent,0,B,404
72,3,0,1,1,18,0,1,1,13.2,Oulu,Terraced house,0,1,Wood heating,Fair,435,D,98
24,1,1,1,0,5,0,1,1,6.1,Tampere,Apartment,0,1,Electric heating,Good,0,C,63
154,7,0,1,1,12,1,2,4,6.1,Oulu,Detached house,1,1,District heating,Excellent,1840,D,319
70,3,0,0,1,28,0,2,2,1.7,Helsinki,Apartment,0,0,District heating,Good,0,B,316
53,2,5,1,1,19,0,1,1,3.0,Helsinki,Apartment,0,1,District heating,Fair,0,C,245
76,2,0,0,2,38,1,1,2,2.9,Turku,Terraced house,0,0,District heating,Fair,200,D,147
101,3,2,0,1,23,0,1,1,0.8,Jyväskylä,Apartment,0,1,District heating,Good,0,C,225
57,3,3,0,0,9,0,1,1,19.8,Espoo,Apartment,0,1,District heating,Good,0,C,153
237,8,0,0,2,22,1,3,4,14.4,Vantaa,Detached house,1,1,Air-source heat pump,Excellent,2580,C,581
85,3,3,0,1,1,0,1,1,4.9,Jyväskylä,Apartment,0,1,District heating,New,0,B,197
114,4,0,1,1,29,0,2,2,4.4,Tampere,Apartment,0,1,Electric heating,Needs renovation,0,E,223
143,5,0,0,1,47,1,2,2,5.1,Turku,Detached house,1,0,District heating,Fair,850,D,299
36,1,0,1,1,4,0,1,1,2.6,Helsinki,Apartment,0,0,District heating,Excellent,0,C,182
68,3,0,0,0,43,1,2,2,4.3,Turku,Terraced house,0,1,Air-source heat pump,Fair,300,D,143
94,4,0,0,2,19,1,2,2,6.0,Jyväskylä,Detached house,0,1,Electric heating,Good,835,E,171
40,2,3,1,1,23,0,1,1,3.2,Turku,Apartment,0,1,District heating,Fair,0,C,94
62,3,0,1,1,3,1,1,1,9.8,Tampere,Apartment,0,1,District heating,Excellent,0,B,166
149,6,0,0,1,2,1,3,4,7.5,Lahti,Semi-detached house,1,1,District heating,New,1385,B,266
51,2,2,0,1,26,0,1,1,4.2,Helsinki,Apartment,0,1,District heating,Fair,0,D,201
66,3,0,1,1,49,0,1,1,7.4,Helsinki,Apartment,1,1,District heating,Needs renovation,0,F,192
71,3,6,1,1,24,0,2,2,4.8,Espoo,Apartment,0,1,District heating,Good,0,C,267
32,2,0,1,0,28,0,1,1,5.0,Kuopio,Apartment,0,0,Air-source heat pump,Fair,0,C,45
97,4,1,0,1,93,0,1,1,8.0,Tampere,Apartment,0,0,District heating,Fair,0,E,132
72,4,4,1,1,5,0,1,2,7.9,Helsinki,Apartment,0,1,District heating,Excellent,0,A,335
86,2,0,1,2,21,0,1,1,3.7,Lahti,Apartment,0,1,District heating,Good,0,D,133
116,4,0,1,3,54,1,2,3,3.0,Lahti,Detached house,0,1,District heating,Fair,675,F,134
123,5,0,0,2,20,1,2,3,16.3,Espoo,Terraced house,0,1,Wood heating,Good,360,D,357
37,1,1,1,0,36,0,1,1,2.0,Tampere,Apartment,0,1,District heating,Fair,0,C,85
128,6,0,1,1,7,0,1,2,1.4,Tampere,Apartment,0,0,District heating,Excellent,0,B,355
64,2,2,0,0,28,0,1,1,3.2,Turku,Apartment,0,1,District heating,Fair,0,D,120
87,4,0,0,1,54,1,1,2,4.7,Helsinki,Terraced house,0,1,Air-source heat pump,Needs renovation,235,D,296
93,3,3,1,1,2,0,1,1,6.4,Tampere,Apartment,0,1,District heating,Excellent,0,A,272
77,3,1,0,1,40,0,1,1,3.7,Pori,Apartment,0,1,District heating,Needs renovation,0,E,61
57,2,2,0,1,19,0,1,1,6.5,Lahti,Apartment,1,1,District heating,Fair,0,C,85
92,4,0,0,1,48,1,2,2,8.6,Turku,Terraced house,0,1,Wood heating,Good,325,E,155
40,2,0,0,1,42,0,1,1,1.9,Helsinki,Apartment,0,0,District heating,Good,0,D,175
61,3,2,0,1,30,0,2,2,2.7,Helsinki,Apartment,0,0,District heating,Fair,0,C,266
90,4,12,1,0,84,0,1,2,12.5,Helsinki,Apartment,0,1,Electric heating,Fair,0,F,245
101,4,0,0,1,38,1,2,2,1.9,Turku,Apartment,0,0,District heating,Fair,0,D,189
24,1,2,1,0,2,0,1,1,6.7,Helsinki,Apartment,0,1,District heating,New,0,A,126
82,3,3,0,1,26,0,2,2,1.7,Tampere,Apartment,0,1,District heating,Good,0,D,218
46,2,1,0,1,66,0,1,1,9.0,Helsinki,Apartment,0,0,District heating,Fair,0,F,133
151,6,0,0,1,49,1,2,4,2.4,Jyväskylä,Detached house,0,1,Wood heating,Fair,2320,F,288
36,2,7,1,0,32,0,1,1,1.1,Tampere,Apartment,0,1,District heating,Needs renovation,0,E,98
108,4,0,0,1,15,1,2,2,9.5,Espoo,Semi-detached house,0,1,Air-source heat pump,Excellent,760,B,454
108,4,0,1,2,7,0,1,1,7.5,Tampere,Apartment,0,0,District heating,Good,0,B,235
163,6,0,0,3,45,1,2,3,5.1,Espoo,Detached house,0,1,Electric heating,Fair,810,E,549
79,3,4,1,1,5,0,1,1,5.3,Jyväskylä,Apartment,0,1,Electric heating,Needs renovation,0,D,138
41,2,6,1,0,27,0,1,1,1.0,Helsinki,Apartment,0,0,District heating,Fair,0,D,165
160,7,0,1,2,95,0,2,3,14.7,Turku,Detached house,1,1,Oil heating,Fair,685,F,198
54,2,1,0,0,17,0,1,1,7.1,Tampere,Apartment,0,0,District heating,Fair,0,D,120
75,3,0,0,1,46,1,1,1,20.7,Helsinki,Semi-detached house,0,0,Geothermal,Fair,325,D,213
72,2,2,0,0,16,0,1,1,3.1,Tampere,Apartment,1,1,District heating,Fair,0,B,192
76,4,1,1,1,3,0,1,1,11.2,Lahti,Apartment,0,1,District heating,Excellent,0,B,113
36,1,3,0,1,88,0,1,1,3.7,Helsinki,Apartment,0,1,District heating,Needs renovation,0,G,115
23,1,4,1,1,49,0,1,1,7.1,Turku,Apartment,0,1,District heating,Fair,0,D,58
66,3,0,0,1,75,0,1,2,1.4,Tampere,Apartment,0,1,District heating,Needs renovation,0,G,115
115,4,1,1,1,12,0,2,2,16.0,Vantaa,Apartment,0,1,District heating,Fair,0,B,257
67,3,3,1,1,9,0,1,1,4.6,Vantaa,Apartment,0,0,District heating,Good,0,B,195
51,3,6,1,1,4,0,1,1,11.4,Vantaa,Apartment,0,0,Geothermal,Excellent,0,A,154
39,2,2,0,0,23,0,1,1,2.5,Turku,Apartment,0,1,District heating,Good,0,D,96
119,4,0,0,2,18,1,2,2,5.0,Jyväskylä,Detached house,1,1,Geothermal,Good,1290,C,264
82,3,2,1,1,3,0,2,2,5.1,Espoo,Apartment,0,1,District heating,New,0,A,354
58,2,3,1,0,95,0,1,1,7.8,Helsinki,Apartment,0,1,District heating,Needs renovation,0,F,123
39,1,7,1,1,14,0,1,1,2.4,Tampere,Apartment,0,0,District heating,Fair,0,B,143
51,3,6,0,0,18,0,1,1,2.9,Jyväskylä,Apartment,0,1,District heating,Good,0,C,115
53,2,1,0,1,79,0,1,1,5.3,Helsinki,Apartment,0,0,District heating,Needs renovation,0,F,153
61,2,2,1,1,32,0,1,1,8.2,Lahti,Apartment,0,1,District heating,Excellent,0,D,84
57,2,2,1,1,22,0,1,1,3.0,Turku,Apartment,0,1,District heating,Excellent,0,C,146
106,5,1,1,1,3,0,2,3,2.9,Espoo,Apartment,0,1,District heating,Excellent,0,B,427
44,2,1,0,1,62,0,1,1,3.3,Lahti,Apartment,0,1,District heating,Fair,0,F,63
73,4,3,0,1,2,0,1,1,8.1,Espoo,Apartment,0,1,District heating,New,0,A,313
65,2,1,1,0,12,0,1,1,3.7,Helsinki,Apartment,0,0,District heating,Excellent,0,B,264
115,4,0,1,1,26,1,2,2,22.4,Vantaa,Detached house,0,0,Geothermal,Fair,1595,C,252
76,3,4,0,2,1,0,1,1,11.1,Espoo,Apartment,0,1,Air-source heat pump,Good,0,C,277
92,4,0,0,2,19,1,1,1,12.0,Vantaa,Terraced house,1,1,Air-source heat pump,Good,320,C,229
45,3,1,0,1,49,0,1,1,5.3,Helsinki,Apartment,0,1,District heating,Needs renovation,0,E,141
99,4,0,0,2,5,1,2,2,11.4,Tampere,Detached house,1,1,Electric heating,Excellent,645,C,239
57,3,1,1,1,37,0,1,1,6.1,Turku,Apartment,0,1,District heating,Good,0,D,118
49,2,5,1,1,3,0,1,1,10.9,Tampere,Apartment,0,1,District heating,Good,0,C,139
33,1,1,1,0,18,0,1,1,3.2,Turku,Apartment,0,1,District heating,Good,0,C,77
127,4,0,0,1,41,0,2,2,1.9,Helsinki,Apartment,0,1,Electric heating,Fair,0,E,374
99,4,0,1,1,24,0,2,3,4.3,Lahti,Apartment,0,1,District heating,Good,0,C,156
123,5,0,0,3,17,1,3,4,5.6,Oulu,Detached house,0,1,Wood heating,Excellent,2155,D,261
135,5,0,0,1,21,1,3,4,8.1,Oulu,Detached house,0,1,Air-source heat pump,Excellent,1805,A,292
133,5,0,1,2,23,1,2,3,10.2,Vantaa,Detached house,1,0,District heating,Good,1725,C,405
20,1,0,1,0,1,1,1,1,6.8,Helsinki,Apartment,0,1,Electric heating,New,0,A,97
123,4,0,1,1,48,1,2,3,5.6,Oulu,Detached house,1,1,Air-source heat pump,Needs renovation,1630,E,196
149,6,0,0,2,66,1,2,2,2.1,Helsinki,Detached house,0,0,Air-source heat pump,Needs renovation,1100,G,663
78,4,0,0,1,68,1,1,2,3.9,Pori,Terraced house,0,1,Electric heating,Fair,650,G,82
60,2,0,1,0,14,1,1,1,8.8,Helsinki,Apartment,0,0,District heating,Fair,0,C,190
114,5,0,1,1,17,1,1,1,5.1,Oulu,Detached house,1,1,Electric heating,Good,640,D,208
68,3,0,0,0,33,0,1,1,1.1,Tampere,Apartment,0,1,District heating,Excellent,0,C,190
69,3,5,1,1,24,0,1,1,12.9,Espoo,Apartment,1,1,Air-source heat pump,Fair,0,B,208
95,4,1,0,1,82,0,1,2,8.5,Turku,Apartment,0,1,District heating,Good,0,F,146
47,2,0,0,1,40,1,1,1,5.5,Espoo,Apartment,0,1,District heating,Fair,0,E,146
117,5,0,1,2,1,1,2,3,22.1,Vantaa,Detached house,0,1,Electric heating,Excellent,3280,B,365
85,4,1,1,1,34,0,2,2,1.5,Turku,Apartment,0,0,District heating,Good,0,D,192
65,3,2,1,0,26,0,1,1,2.5,Tampere,Apartment,0,0,District heating,Fair,0,C,152
50,2,0,0,0,31,0,1,1,8.2,Tampere,Apartment,0,1,District heating,Fair,0,D,107
186,7,0,0,1,53,0,3,3,4.0,Turku,Detached house,1,1,Wood heating,Needs renovation,705,G,297
114,5,0,0,3,53,1,2,3,8.9,Tampere,Detached house,1,0,District heating,Fair,2290,D,306
63,3,0,0,1,36,0,1,1,3.8,Espoo,Apartment,0,1,District heating,Excellent,0,E,186
56,3,1,1,0,87,0,1,1,7.9,Helsinki,Apartment,1,1,District heating,Good,0,F,175
99,4,1,1,0,25,0,2,2,4.1,Tampere,Apartment,0,0,District heating,Fair,0,C,225
40,1,1,1,1,42,0,1,1,2.0,Kuopio,Apartment,0,0,District heating,Needs renovation,0,E,65
72,3,3,0,1,44,0,1,1,2.8,Helsinki,Apartment,0,0,District heating,Fair,0,E,234
94,4,0,0,3,61,1,2,2,2.2,Tampere,Detached house,0,1,Electric heating,Fair,970,G,222
60,2,2,0,1,62,0,1,1,2.0,Turku,Apartment,0,1,District heating,Good,0,F,109
122,5,0,0,2,0,1,2,3,4.0,Oulu,Detached house,1,1,Air-source heat pump,New,1510,A,346
129,4,0,0,2,4,1,2,2,1.8,Lahti,Semi-detached house,1,1,Electric heating,New,525,A,254
113,4,0,0,1,30,1,2,2,6.4,Espoo,Detached house,1,1,Geothermal,Fair,1460,C,486
55,2,11,0,1,37,0,1,1,1.5,Helsinki,Apartment,0,1,District heating,Needs renovation,0,E,233
26,1,1,0,1,93,0,1,1,6.5,Vantaa,Apartment,0,0,District heating,Fair,0,F,61
29,1,4,1,1,53,0,1,1,5.3,Helsinki,Apartment,0,1,District heating,Needs renovation,0,E,103
69,3,2,0,0,15,0,1,2,1.1,Tampere,Apartment,0,1,District heating,Excellent,0,C,219
29,1,1,1,1,32,0,1,1,4.6,Vantaa,Apartment,0,1,District heating,Good,0,C,88
94,3,0,1,2,14,0,2,2,5.2,Oulu,Semi-detached house,0,1,Air-source heat pump,Fair,585,B,183
67,2,4,1,1,16,0,1,1,7.7,Helsinki,Apartment,1,1,District heating,Fair,0,D,257
47,2,0,1,1,19,1,1,1,1.8,Helsinki,Apartment,0,1,District heating,Good,0,B,237
72,2,1,1,1,17,0,1,2,4.9,Vantaa,Apartment,0,1,Electric heating,Fair,0,B,195
37,2,3,1,0,13,0,1,1,9.0,Tampere,Apartment,0,1,District heating,Good,0,C,88
141,6,0,1,2,21,1,2,3,11.9,Lahti,Detached house,1,1,District heating,Excellent,3270,C,220
44,2,2,0,0,21,0,1,1,3.8,Jyväskylä,Apartment,0,0,District heating,Good,0,C,88
69,4,0,0,1,44,1,1,1,3.7,Turku,Terraced house,1,1,District heating,Fair,535,E,151
78,3,0,0,2,40,1,1,1,21.9,Vantaa,Terraced house,0,1,Electric heating,Fair,750,F,155
55,2,0,1,1,5,0,1,1,7.6,Oulu,Apartment,0,1,District heating,Excellent,0,A,118
47,2,3,0,0,50,0,1,1,3.9,Tampere,Apartment,0,1,District heating,Excellent,0,D,114
116,5,1,1,2,46,0,1,1,2.3,Helsinki,Apartment,0,1,District heating,Needs renovation,0,E,371
98,4,0,1,1,24,1,1,1,6.0,Oulu,Detached house,0,1,Electric heating,Good,2155,D,232
35,2,1,1,1,62,0,1,1,9.3,Vantaa,Apartment,0,1,District heating,Good,0,E,89
93,3,3,0,1,27,0,1,1,8.1,Helsinki,Apartment,0,1,District heating,Needs renovation,0,D,245
54,2,0,0,1,19,1,1,1,2.9,Oulu,Apartment,0,1,District heating,Good,0,B,114
26,1,1,0,0,31,0,1,1,5.1,Vantaa,Apartment,0,1,Air-source heat pump,Excellent,0,C,72
213,8,0,1,1,9,1,3,3,21.6,Espoo,Detached house,1,1,Electric heating,Excellent,2390,D,685
147,6,0,1,1,53,1,2,3,6.3,Lahti,Detached house,0,1,Geothermal,Excellent,1250,D,202
46,2,1,0,1,95,0,1,1,5.8,Helsinki,Apartment,0,1,District heating,Fair,0,F,126
38,1,1,0,1,20,0,1,1,6.4,Oulu,Apartment,0,0,District heating,Good,0,C,78
72,3,0,0,1,1,1,1,2,9.0,Vantaa,Terraced house,1,1,District heating,New,305,A,277
36,1,1,1,0,1,0,1,1,7.9,Helsinki,Apartment,0,1,District heating,New,0,A,174
60,2,1,1,1,0,0,1,1,2.1,Turku,Apartment,0,0,District heating,Excellent,0,B,159
